page,total_page,loc_code,string1,string2,string3,string4,string5,string6
12722,16071,30102299,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","Direktorat Jenderal Kebudayaan","Balai Pelestarian Kebudayaan Wilayah VI","Subbagian Umum",NULL,NULL
12723,16071,30102302,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","Direktorat Jenderal Kebudayaan","Balai Pelestarian Kebudayaan Wilayah VIII","Subbagian Umum",NULL,NULL
12724,16071,30102302,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","Direktorat Jenderal Kebudayaan","Balai Pelestarian Kebudayaan Wilayah VIII","Subbagian Umum",NULL,NULL
12725,16071,30102378,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","Sekretariat Jenderal","Pusat Prestasi Nasional","Balai Pengembangan Talenta Indonesia","Subbagian Umum",NULL
12726,16071,30102378,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","Sekretariat Jenderal","Pusat Prestasi Nasional","Balai Pengembangan Talenta Indonesia","Subbagian Umum",NULL
12727,16071,30102410,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","Direktorat Jenderal Pendidikan Anak Usia Dini Pendidikan Dasar dan Pendidikan Menengah","Balai Penjaminan Mutu Pendidikan Provinsi Sumatera Selatan","Subbagian Umum",NULL,NULL
12728,16071,30102410,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","Direktorat Jenderal Pendidikan Anak Usia Dini Pendidikan Dasar dan Pendidikan Menengah","Balai Penjaminan Mutu Pendidikan Provinsi Sumatera Selatan","Subbagian Umum",NULL,NULL
12729,16071,30102444,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","Sekretariat Jenderal","Lembaga Layanan Pendidikan Tinggi Wilayah XVI","Bagian Umum",NULL,NULL
12730,16071,30102444,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","Sekretariat Jenderal","Lembaga Layanan Pendidikan Tinggi Wilayah XVI","Bagian Umum",NULL,NULL
12731,16071,30102449,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Nusa Cendana","Biro Umum dan Keuangan",NULL,NULL
12732,16071,30102449,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Nusa Cendana","Biro Umum dan Keuangan",NULL,NULL
12733,16071,30102457,"KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","Sekretariat Jenderal","Biro Sumber Daya Manusia 3 Jenis Formasi : 1","UMUM 2",NULL,NULL
12734,16071,30102457,"KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","Sekretariat Jenderal","Biro Sumber Daya Manusia 3 Jenis Formasi : 1","UMUM 2",NULL,NULL
12735,16071,30102457,"KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","Sekretariat Jenderal","Biro Sumber Daya Manusia 3 Jenis Formasi : 4","LULUSAN TERBAIK 1",NULL,NULL
12736,16071,30102457,"KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","Sekretariat Jenderal","Biro Sumber Daya Manusia 3 Jenis Formasi : 4","LULUSAN TERBAIK 1",NULL,NULL
12737,16071,30102469,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","Sekretariat Jenderal","Pusat Prestasi Nasional","Subbagian Tata Usaha",NULL,NULL
12738,16071,30102469,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","Sekretariat Jenderal","Pusat Prestasi Nasional","Subbagian Tata Usaha",NULL,NULL
12739,16071,30102473,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","Direktorat Jenderal Pendidikan Vokasi","Direktorat Sekolah Menengah Kejuruan","Subbagian Tata Usaha",NULL,NULL
12740,16071,30102473,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","Direktorat Jenderal Pendidikan Vokasi","Direktorat Sekolah Menengah Kejuruan","Subbagian Tata Usaha",NULL,NULL
12741,16071,30102487,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","Direktorat Jenderal Pendidikan Vokasi","Direktorat Akademik Pendidikan Tinggi Vokasi","Subbagian Tata Usaha",NULL,NULL
12742,16071,30102487,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","Direktorat Jenderal Pendidikan Vokasi","Direktorat Akademik Pendidikan Tinggi Vokasi","Subbagian Tata Usaha",NULL,NULL
12743,16071,30102494,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","Direktorat Jenderal Guru dan Tenaga Kependidikan","Balai Besar Guru Penggerak Provinsi Sulawesi Selatan","Bagian Umum",NULL,NULL
12744,16071,30102494,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","Direktorat Jenderal Guru dan Tenaga Kependidikan","Balai Besar Guru Penggerak Provinsi Sulawesi Selatan","Bagian Umum",NULL,NULL
12745,16071,30102575,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Medan","Bagian Perencanaan Keuangan dan Umum","Subbagian Umum",NULL
12746,16071,30102575,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Medan","Bagian Perencanaan Keuangan dan Umum","Subbagian Umum",NULL
12747,16071,30103509,"KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Udayana","Biro Umum 2 Jenis Formasi : 1","UMUM 2",NULL
12748,16071,30103509,"KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Udayana","Biro Umum 2 Jenis Formasi : 1","UMUM 2",NULL
12749,16071,30103649,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Sultan Ageng Tirtayasa","Biro Perencanaan Keuangan dan Umum",NULL,NULL
12750,16071,30103649,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Sultan Ageng Tirtayasa","Biro Perencanaan Keuangan dan Umum",NULL,NULL
12751,16071,30103749,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Mulawarman","Biro Keuangan dan Umum",NULL,NULL
12752,16071,30103749,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Mulawarman","Biro Keuangan dan Umum",NULL,NULL
12753,16071,30103874,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Sriwijaya","Biro Umum dan Keuangan","Bagian Umum Biro Umum dan Keuangan",NULL
12754,16071,30103874,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Sriwijaya","Biro Umum dan Keuangan","Bagian Umum Biro Umum dan Keuangan",NULL
12755,16071,30103914,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Negeri Jakarta","Biro Umum dan Kepegawaian","Bagian Umum Biro Umum dan Kepegawaian",NULL
12756,16071,30103914,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Negeri Jakarta","Biro Umum dan Kepegawaian","Bagian Umum Biro Umum dan Kepegawaian",NULL
12757,16071,30100127,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Madura","Bagian Akademik Kemahasiswaan dan Umum",NULL,NULL
12758,16071,30100127,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Madura","Bagian Akademik Kemahasiswaan dan Umum",NULL,NULL
12759,16071,30100167,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Jember","Bagian Keuangan dan Umum",NULL,NULL
12760,16071,30100167,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Jember","Bagian Keuangan dan Umum",NULL,NULL
12761,16071,30100278,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","Sekretariat Jenderal","Lembaga Layanan Pendidikan Tinggi Wilayah XVII","Bagian Umum",NULL,NULL
12762,16071,30100278,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","Sekretariat Jenderal","Lembaga Layanan Pendidikan Tinggi Wilayah XVII","Bagian Umum",NULL,NULL
12763,16071,30100427,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Indramayu","Bagian Perencanaan Keuangan dan Umum",NULL,NULL
12764,16071,30100427,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Indramayu","Bagian Perencanaan Keuangan dan Umum",NULL,NULL
12765,16071,30100541,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Seni Indonesia Padang Panjang","Biro Perencanaan Sumber Daya Manusia dan Umum",NULL,NULL
12766,16071,30100541,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Seni Indonesia Padang Panjang","Biro Perencanaan Sumber Daya Manusia dan Umum",NULL,NULL
12767,16071,30100569,"3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Lampung","Biro Keuangan dan Umum",NULL,NULL
12768,16071,30100569,"3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Lampung","Biro Keuangan dan Umum",NULL,NULL
12769,16071,30100761,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Padang","Bagian Keuangan dan Umum",NULL,NULL
12770,16071,30100761,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Padang","Bagian Keuangan dan Umum",NULL,NULL
12771,16071,30100786,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Akademi Komunitas Negeri Pacitan",NULL,NULL,NULL
12772,16071,30100786,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Akademi Komunitas Negeri Pacitan",NULL,NULL,NULL
12773,16071,30100789,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Riau","Biro Keuangan dan Umum",NULL,NULL
12774,16071,30100789,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Riau","Biro Keuangan dan Umum",NULL,NULL
12775,16071,30101129,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Teuku Umar","Biro Perencanaan Keuangan dan Umum","Bagian Umum Biro Perencanaan Keuangan dan Umum",NULL
12776,16071,30101129,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Teuku Umar","Biro Perencanaan Keuangan dan Umum","Bagian Umum Biro Perencanaan Keuangan dan Umum",NULL
12777,16071,30101148,"3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Pertanian Negeri Payakumbuh","Bagian Perencanaan Keuangan dan Umum",NULL,NULL
12778,16071,30101148,"3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Pertanian Negeri Payakumbuh","Bagian Perencanaan Keuangan dan Umum",NULL,NULL
12779,16071,30101148,"3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Pertanian Negeri Payakumbuh","Bagian Perencanaan Keuangan dan Umum",NULL,NULL
12780,16071,30101148,"3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Pertanian Negeri Payakumbuh","Bagian Perencanaan Keuangan dan Umum",NULL,NULL
12781,16071,30101560,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Pertanian Negeri Pangkajene Kepulauan","Bagian Perencanaan Keuangan dan Umum","Subbagian Umum Bagian Perencanaan Keuangan dan Umum",NULL
12782,16071,30101560,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Pertanian Negeri Pangkajene Kepulauan","Bagian Perencanaan Keuangan dan Umum","Subbagian Umum Bagian Perencanaan Keuangan dan Umum",NULL
12783,16071,30101726,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Akademi Komunitas Negeri Rejang Lebong","Subbagian Umum",NULL,NULL
12784,16071,30101726,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Akademi Komunitas Negeri Rejang Lebong","Subbagian Umum",NULL,NULL
12785,16071,30101953,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Balikpapan","Bagian Perencanaan Keuangan dan Umum",NULL,NULL
12786,16071,30101953,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Balikpapan","Bagian Perencanaan Keuangan dan Umum",NULL,NULL
12787,16071,30101954,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Fakfak","Bagian Perencanaan Keuangan dan Umum",NULL,NULL
12788,16071,30101954,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Fakfak","Bagian Perencanaan Keuangan dan Umum",NULL,NULL
12789,16071,30102120,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Cenderawasih","Biro Keuangan dan Umum",NULL,NULL
12790,16071,30102120,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Cenderawasih","Biro Keuangan dan Umum",NULL,NULL
12791,16071,30102235,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","Direktorat Jenderal Kebudayaan","Direktorat Kepercayaan Terhadap Tuhan Yang Maha Esa dan Masyarakat Adat","Subbagian Tata Usaha",NULL,NULL
12792,16071,30102235,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","Direktorat Jenderal Kebudayaan","Direktorat Kepercayaan Terhadap Tuhan Yang Maha Esa dan Masyarakat Adat","Subbagian Tata Usaha",NULL,NULL
12793,16071,30102240,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","Direktorat Jenderal Kebudayaan","Direktorat Pembinaan Tenaga dan Lembaga Kebudayaan","Subbagian Tata Usaha",NULL,NULL
12794,16071,30102240,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","Direktorat Jenderal Kebudayaan","Direktorat Pembinaan Tenaga dan Lembaga Kebudayaan","Subbagian Tata Usaha",NULL,NULL
12795,16071,30102271,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","Direktorat Jenderal Pendidikan Anak Usia Dini Pendidikan Dasar dan Pendidikan Menengah","Balai Penjaminan Mutu Pendidikan Provinsi Kalimantan Tengah","Subbagian Umum",NULL,NULL
12796,16071,30102271,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","Direktorat Jenderal Pendidikan Anak Usia Dini Pendidikan Dasar dan Pendidikan Menengah","Balai Penjaminan Mutu Pendidikan Provinsi Kalimantan Tengah","Subbagian Umum",NULL,NULL
12797,16071,30102272,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","Direktorat Jenderal Pendidikan Anak Usia Dini Pendidikan Dasar dan Pendidikan Menengah","Balai Penjaminan Mutu Pendidikan Provinsi Kalimantan Selatan","Subbagian Umum",NULL,NULL
12798,16071,30102272,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","Direktorat Jenderal Pendidikan Anak Usia Dini Pendidikan Dasar dan Pendidikan Menengah","Balai Penjaminan Mutu Pendidikan Provinsi Kalimantan Selatan","Subbagian Umum",NULL,NULL
12799,16071,30102276,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","Direktorat Jenderal Pendidikan Anak Usia Dini Pendidikan Dasar dan Pendidikan Menengah","Balai Penjaminan Mutu Pendidikan Provinsi Sulawesi Utara","Subbagian Umum",NULL,NULL
12800,16071,30102276,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","Direktorat Jenderal Pendidikan Anak Usia Dini Pendidikan Dasar dan Pendidikan Menengah","Balai Penjaminan Mutu Pendidikan Provinsi Sulawesi Utara","Subbagian Umum",NULL,NULL
12801,16071,30102278,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","Direktorat Jenderal Pendidikan Anak Usia Dini Pendidikan Dasar dan Pendidikan Menengah","Balai Penjaminan Mutu Pendidikan Provinsi Sulawesi Tengah","Subbagian Umum",NULL,NULL
12802,16071,30102278,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","Direktorat Jenderal Pendidikan Anak Usia Dini Pendidikan Dasar dan Pendidikan Menengah","Balai Penjaminan Mutu Pendidikan Provinsi Sulawesi Tengah","Subbagian Umum",NULL,NULL
